id;produit;nom;siret;adresse;tel;fax;contact_nom;contact_mail;reconnaissance;prez;motscles
9514;Savigny-lès-Beaune premier cru Les Peuillets rouge;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R434 17;
9515;Savigny-lès-Beaune premier cru Les Rouvrettes blanc;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B434 18;
9516;Savigny-lès-Beaune premier cru Les Rouvrettes rouge;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R434 18;
9517;Savigny-lès-Beaune premier cru Les Talmettes blanc;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B434 19;
9518;Savigny-lès-Beaune premier cru Les Talmettes rouge;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R434 19;
9519;Savigny-lès-Beaune premier cru Les Vergelesses blanc;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B434 20;
9520;Savigny-lès-Beaune premier cru Les Vergelesses rouge;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R434 20;
9521;Savigny-lès-Beaune premier cru Petits Godeaux blanc;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B434 21;
9522;Savigny-lès-Beaune premier cru Petits Godeaux rouge;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R434 21;
9523;Savigny-lès-Beaune premier cru Redrescul blanc;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B434 22;
9524;Savigny-lès-Beaune premier cru Redrescul rouge;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R434 22;
9525;Savigny-lès-Beaune premier cru rouge;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R434;
9526;Savigny-lès-Beaune rouge ou Savigny-lès-Beaune Côte de Beaune;Syndicat de défense des AOC Savigny-les-Beaune et Savigny-les-Beaune 1er cru;;Route de Beaune BP 18 21420 SAVIGNY LES BEAUNE;(06) 09 93 37 27;;CAVB;cavb@cavb.fr;CNV2007/174 du 12 novembre 2007;Monsieur Stephen MAURICE;Vins - Vin tranquille - Rouge - Sec (usage) -  - 1R433;
9527;Auxey-Duresses premier cru Bas des Duresses blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306 01;
9528;Auxey-Duresses premier cru Bas des Duresses rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306 01;
9529;Auxey-Duresses premier cru blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306;
9530;Auxey-Duresses premier cru Climat du Val blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306 02;
9531;Auxey-Duresses premier cru Climat du Val rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306 02;
9532;Auxey-Duresses premier cru Clos du Val blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306 03;
9533;Auxey-Duresses premier cru Clos du Val rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306 03;
9534;Auxey-Duresses premier cru La Chapelle blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306 04;
9535;Auxey-Duresses premier cru La Chapelle rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306 04;
9536;Auxey-Duresses premier cru Les Bréterins blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306 05;
9537;Auxey-Duresses premier cru Les Bréterins rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306 05;
9538;Auxey-Duresses premier cru Les Duresses blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306 06;
9539;Auxey-Duresses premier cru Les Duresses rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306 06;
9540;Auxey-Duresses premier cru Les Ecussaux blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306 07;
9541;Auxey-Duresses premier cru Les Ecussaux rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306 07;
9542;Auxey-Duresses premier cru Les Grands Champs blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306 08;
9543;Auxey-Duresses premier cru Les Grands Champs rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306 08;
9544;Auxey-Duresses premier cru Reugne blanc;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B306 09;
9545;Auxey-Duresses premier cru Reugne rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306 09;
9546;Auxey-Duresses premier cru rouge;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R306;
9547;Auxey-Duresses rouge ou Auxey-Duresses Côte de Beaune;Syndicat de défense des AOC Auxey-Duresses et Auxey-Duresses 1er Cru;;rue de la Velle 21190 AUXEY-DURESSES;03 80 21 25 60 / 06 25 11 82 72;03 80 21 26 80;CAVB;cavb@cavb.fr;CNV2007/153 du 12 novembre 2007;Monsieur Christophe DICONNE;Vins - Vin tranquille - Rouge - Sec (usage) -  - 1R305;
9548;Cabardès rosé;Syndicat de l’AOC Cabardès;33205070700030;4 Rue des Jardins 11610 VENTENAC CABARDES;04 68 24 93 42;;Béatrice VILCOT;contact@aop-cabardes.fr;CNV2007/122 du 19 juillet 2007;Madame Stéphanie RAME;Vins - Vin tranquille - Rosé - Sec (usage) -  - 1S492;
9549;Cabardès rouge;Syndicat de l’AOC Cabardès;33205070700030;4 Rue des Jardins 11610 VENTENAC CABARDES;04 68 24 93 42;;Béatrice VILCOT;contact@aop-cabardes.fr;CNV2007/122 du 19 juillet 2007;Madame Stéphanie RAME;Vins - Vin tranquille - Rouge - Sec (usage) -  - 1R492;
9550;Condrieu;Syndicat des vignerons de l'AOC Condrieu;44750792200014;Maison des Vins 485 Avenue des Lots 26600 TAIN L'HERMITAGE;04 74 56 18 20;04 74 56 01 45;;coterotie@wanadoo.fr;CNV2007/22 du 4 juillet 2007;Monsieur Pierre-Jean VILLA;Vins - Vin tranquille - Blanc - Sec (usage) -  - 1B525;
9561;Fixin premier cru blanc;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B247;
9562;Fixin premier cru Clos de la Perrière blanc;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B247 03;
9563;Fixin premier cru Clos de la Perrière rouge;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R247 03;
9564;Fixin premier cru Clos Napoléon blanc;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B247 02;
9565;Fixin premier cru Clos Napoléon rouge;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R247 02;
9570;Fixin premier cru Clos du Chapitre blanc;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B247 04;
9571;Fixin premier cru Clos du Chapitre rouge;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R247 04;
9574;Fixin premier cru Arvelets blanc;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B247 01;
9575;Fixin premier cru Arvelets rouge;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R247 01;
9576;Fixin premier cru Hervelets blanc;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B247 05;
9577;Fixin premier cru Hervelets rouge;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R247 05;
9580;Fixin premier cru rouge;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R247;
9581;Fixin rouge;Syndicat de défense des AOC Fixin et Fixin 1er cru;;Domaine MOLIN 6 rue des Herbuottes 21220 FIXIN;03 80 52 21 28;;CAVB;cavb@cavb.fr;CNV2007/158 du 16 novembre 2007;Monsieur Alexandre MOLIN;Vins - Vin tranquille - Rouge - Sec (usage) -  - 1R246;
9585;Limoux blanc;Syndicat des vins AOC Limoux;32744633200014;11A Allée des Maronniers 11300 LIMOUX;04 68 31 12 83;04 68 31 03 06;Marlène TISSEIRE;syndicat@limoux-aoc.com;CNV2007/79 du 6 juillet 2007;Monsieur Jean FAU;Vins - Vin tranquille - Blanc - Sec (usage) -  - 1B483S;
9586;Limoux blanquette de Limoux;Syndicat des vins AOC Limoux;32744633200014;11A Allée des Maronniers 11300 LIMOUX;04 68 31 12 83;04 68 31 03 06;Marlène TISSEIRE;syndicat@limoux-aoc.com;CNV2007/79 du 6 juillet 2007;Monsieur Jean FAU;Vins - Vin mousseux - Blanc -  - 1B483M01;
9587;Limoux méthode ancestrale;Syndicat des vins AOC Limoux;32744633200014;11A Allée des Maronniers 11300 LIMOUX;04 68 31 12 83;04 68 31 03 06;Marlène TISSEIRE;syndicat@limoux-aoc.com;CNV2007/79 du 6 juillet 2007;Monsieur Jean FAU;Vins - Vin mousseux - Blanc -  - 1B483M02;
9588;Limoux rouge;Syndicat des vins AOC Limoux;32744633200014;11A Allée des Maronniers 11300 LIMOUX;04 68 31 12 83;04 68 31 03 06;Marlène TISSEIRE;syndicat@limoux-aoc.com;CNV2007/79 du 6 juillet 2007;Monsieur Jean FAU;Vins - Vin tranquille - Rouge - Sec (usage) -  - 1R483S;
9594;Beaune premier cru A l'Ecu blanc;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B311 01;
9595;Beaune premier cru A l'Ecu rouge;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R311 01;
9596;Beaune premier cru Aux Coucherias blanc;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B311 02;
9597;Beaune premier cru Aux Coucherias rouge;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R311 02;
9598;Beaune premier cru Aux Cras blanc;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B311 03;
9599;Beaune premier cru Aux Cras rouge;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R311 03;
9600;Beaune premier cru Belissand blanc;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B311 04;
9601;Beaune premier cru Belissand rouge;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R311 04;
9602;Beaune premier cru blanc;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B311;
9603;Beaune premier cru Blanches Fleurs blanc;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B311 05;
9604;Beaune premier cru Blanches Fleurs rouge;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R311 05;
9605;Beaune premier cru Champs Pimont blanc;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B311 06;
9606;Beaune premier cru Champs Pimont rouge;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R311 06;
9607;Beaune premier cru Clos de l'Ecu blanc;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B311 08;
9608;Beaune premier cru Clos de l'Ecu rouge;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R311 08;
9609;Beaune premier cru Clos de la Feguine blanc;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Blanc - Sec (usage) - Premier cru - 1B311 09;
9610;Beaune premier cru Clos de la Feguine rouge;Syndicat de défense des AOC Beaune, Beaune 1er Cru et Côte de Beaune;;CAVB 132 route de Dijon 21200 BEAUNE;(06) 17 25 53 87/ 06.32.95.29.06;;CAVB;cavb@cavb.fr;CNV2007/152 du 12 novembre 2007;Monsieur Baptiste GUYOT;Vins - Vin tranquille - Rouge - Sec (usage) - Premier cru - 1R311 09;
