Statut CE,Statut FR,Appellation,Dénomination,Produit,Catégorie générale,Sous Catégorie,Couleur,Sucrosité,Mention,Code INAO,url site
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Aux Brulées,Vosne-Romanée premier cru Aux Brulées,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 02,http://www.inao.gouv.fr/produit/8875
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Au-dessus des Malconsorts,Vosne-Romanée premier cru Au-dessus des Malconsorts,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 01,http://www.inao.gouv.fr/produit/8874
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru,Vosne-Romanée premier cru,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472,http://www.inao.gouv.fr/produit/8873
IGP - Indication géographique protégée,,Coteaux de Coiffy,Coteaux de Coiffy,Coteaux de Coiffy rouge,Vins,Vin tranquille,Rouge,,Zone,3R522,http://www.inao.gouv.fr/produit/8872
IGP - Indication géographique protégée,,Coteaux de Coiffy,Coteaux de Coiffy,Coteaux de Coiffy rosé,Vins,Vin tranquille,Rosé,,Zone,3S522,http://www.inao.gouv.fr/produit/8871
IGP - Indication géographique protégée,,Haute-Marne,Haute-Marne,Haute-Marne rouge,Vins,Vin tranquille,Rouge,,Départemental,3R521,http://www.inao.gouv.fr/produit/8870
IGP - Indication géographique protégée,,Haute-Marne,Haute-Marne,Haute-Marne rosé,Vins,Vin tranquille,Rosé,,Départemental,3S521,http://www.inao.gouv.fr/produit/8869
IGP - Indication géographique protégée,,Saint-Guilhem-le-Désert,Saint-Guilhem-le-Désert,Saint-Guilhem-le-Désert rouge,Vins,Vin tranquille,Rouge,,Zone,3R955,http://www.inao.gouv.fr/produit/8868
IGP - Indication géographique protégée,,Saint-Guilhem-le-Désert,Saint-Guilhem-le-Désert,Saint-Guilhem-le-Désert rosé,Vins,Vin tranquille,Rosé,,Zone,3S955,http://www.inao.gouv.fr/produit/8867
IGP - Indication géographique protégée,,Lavilledieu,Lavilledieu,Lavilledieu Rouge,Vins,Vin tranquille,Rouge,Sec (usage),,3R040,http://www.inao.gouv.fr/produit/8866
IGP - Indication géographique protégée,,Lavilledieu,Lavilledieu,Lavilledieu Rosé,Vins,Vin tranquille,Rosé,Sec (usage),,3S040,http://www.inao.gouv.fr/produit/8865
IGP - Indication géographique protégée,,Agenais,Agenais,Agenais rouge,Vins,Vin tranquille,Rouge,Sec,Zone,3R472,http://www.inao.gouv.fr/produit/8864
IGP - Indication géographique protégée,,Agenais,Agenais,Agenais rosé,Vins,Vin tranquille,Rosé,,Zone,3S472,http://www.inao.gouv.fr/produit/8863
IGP - Indication géographique protégée,,Thézac-Perricard,Thézac-Perricard,Thézac-Perricard rouge,Vins,Vin tranquille,Rouge,,Zone,3R473,http://www.inao.gouv.fr/produit/8860
IGP - Indication géographique protégée,,Thézac-Perricard,Thézac-Perricard,Thézac-Perricard rosé,Vins,Vin tranquille,Rosé,,Zone,3S473,http://www.inao.gouv.fr/produit/8859
IGP - Indication géographique protégée,,Vins de la Corrèze,Vins de la Corrèze,Vins de la Corrèze rosé,Vins,Vin tranquille,Rosé,,Départemental,3S191,http://www.inao.gouv.fr/produit/8858
IGP - Indication géographique protégée,,Vins de la Corrèze,Vins de la Corrèze,Vins de la Corrèze rouge,Vins,Vin tranquille,Rouge,,Départemental,3R191,http://www.inao.gouv.fr/produit/8857
IGP - Indication géographique protégée,,Cévennes,Cévennes,Cévennes rouge,Vins,Vin tranquille,Rouge,,Zone,3R302,http://www.inao.gouv.fr/produit/8852
IGP - Indication géographique protégée,,Cévennes,Cévennes,Cévennes rosé,Vins,Vin tranquille,Rosé,,Zone,3S302,http://www.inao.gouv.fr/produit/8851
IGP - Indication géographique protégée,,Franche-Comté,Franche-Comté,Franche-Comté rouge,Vins,Vin tranquille,Rouge,,Zone,3R702,http://www.inao.gouv.fr/produit/8850
IGP - Indication géographique protégée,,Franche-Comté,Franche-Comté,Franche-Comté rosé,Vins,Vin tranquille,Rosé,,Zone,3S702,http://www.inao.gouv.fr/produit/8849
IGP - Indication géographique protégée,,Atlantique,Atlantique,Atlantique rouge,Vins,Vin tranquille,Rouge,,Régional,3R008,http://www.inao.gouv.fr/produit/8846
IGP - Indication géographique protégée,,Atlantique,Atlantique,Atlantique rosé,Vins,Vin tranquille,Rosé,,Régional,3S008,http://www.inao.gouv.fr/produit/8845
IGP - Indication géographique protégée,,Hautes-Alpes,Hautes-Alpes,Hautes-Alpes rouge,Vins,Vin tranquille,Rouge,,Départemental,3R051,http://www.inao.gouv.fr/produit/8844
IGP - Indication géographique protégée,,Hautes-Alpes,Hautes-Alpes,Hautes-Alpes rosé,Vins,Vin tranquille,Rosé,,Départemental,3S051,http://www.inao.gouv.fr/produit/8843
IGP - Indication géographique protégée,,Coteaux des Baronnies,Coteaux des Baronnies,Coteaux des Baronnies rouge,Vins,Vin tranquille,Rouge,,Zone,3R263,http://www.inao.gouv.fr/produit/8842
IGP - Indication géographique protégée,,Coteaux des Baronnies,Coteaux des Baronnies,Coteaux des Baronnies rosé,Vins,Vin tranquille,Rosé,,Zone,3S263,http://www.inao.gouv.fr/produit/8841
IGP - Indication géographique protégée,,Coteaux de Glanes,Coteaux de Glanes,Coteaux de Glanes rouge,Vins,Vin tranquille,Rouge,,Zone,3R462,http://www.inao.gouv.fr/produit/8836
IGP - Indication géographique protégée,,Coteaux de Glanes,Coteaux de Glanes,Coteaux de Glanes rosé,Vins,Vin tranquille,Rosé,,Zone,3S462,http://www.inao.gouv.fr/produit/8835
IGP - Indication géographique protégée,,Gers,Gers,Gers rouge,Vins,Vin tranquille,Rouge,,Départemental,3R321,http://www.inao.gouv.fr/produit/8834
IGP - Indication géographique protégée,,Gers,Gers,Gers rosé,Vins,Vin tranquille,Rosé,,Départemental,3S321,http://www.inao.gouv.fr/produit/8833
IGP - Indication géographique protégée,,Haute-Vienne,Haute-Vienne,Haute-Vienne rouge,Vins,Vin tranquille,Rouge,,Départemental,3R871,http://www.inao.gouv.fr/produit/8832
IGP - Indication géographique protégée,,Haute-Vienne,Haute-Vienne,Haute-Vienne rosé,Vins,Vin tranquille,Rosé,,Départemental,3S871,http://www.inao.gouv.fr/produit/8831
IGP - Indication géographique protégée,,Haute-Vienne,Haute-Vienne,Haute-Vienne blanc,Vins,Vin tranquille,Blanc,,Départemental,3B871,http://www.inao.gouv.fr/produit/8830
IGP - Indication géographique protégée,,Ile de Beauté,Ile de Beauté,Ile de Beauté rouge,Vins,Vin tranquille,Rouge,,Zone,3R202,http://www.inao.gouv.fr/produit/8829
IGP - Indication géographique protégée,,Ile de Beauté,Ile de Beauté,Ile de Beauté rosé,Vins,Vin tranquille,Rosé,,Zone,3S202,http://www.inao.gouv.fr/produit/8828
IGP - Indication géographique protégée,,Ile de Beauté,Ile de Beauté,Ile de Beauté blanc,Vins,Vin tranquille,Blanc,,Zone,3B202,http://www.inao.gouv.fr/produit/8827
IGP - Indication géographique protégée,,Vallée du Torgan,Vallée du Torgan,Vallée du Torgan rouge,Vins,Vin tranquille,Rouge,,Zone,3R919,http://www.inao.gouv.fr/produit/8826
IGP - Indication géographique protégée,,Vallée du Torgan,Vallée du Torgan,Vallée du Torgan rosé,Vins,Vin tranquille,Rosé,,Zone,3S919,http://www.inao.gouv.fr/produit/8825
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Péray,Saint-Péray,Saint-Péray mousseux,Vins,Vin mousseux,Blanc,,,1B546M 1,http://www.inao.gouv.fr/produit/8821
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Minervois,Minervois,Minervois rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R517,http://www.inao.gouv.fr/produit/8820
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Minervois,Minervois,Minervois rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S517,http://www.inao.gouv.fr/produit/8819
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Minervois,Minervois,Minervois blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B517,http://www.inao.gouv.fr/produit/8818
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Véroilles,Chambolle-Musigny premier cru Les Véroilles,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 24,http://www.inao.gouv.fr/produit/8817
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Sentiers,Chambolle-Musigny premier cru Les Sentiers,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 23,http://www.inao.gouv.fr/produit/8816
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Plantes,Chambolle-Musigny premier cru Les Plantes,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 22,http://www.inao.gouv.fr/produit/8815
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Noirots,Chambolle-Musigny premier cru Les Noirots,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 21,http://www.inao.gouv.fr/produit/8814
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Lavrottes,Chambolle-Musigny premier cru Les Lavrottes,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 20,http://www.inao.gouv.fr/produit/8813
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Hauts Doix,Chambolle-Musigny premier cru Les Hauts Doix,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 19,http://www.inao.gouv.fr/produit/8812
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Gruenchers,Chambolle-Musigny premier cru Les Gruenchers,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 18,http://www.inao.gouv.fr/produit/8811
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Groseilles,Chambolle-Musigny premier cru Les Groseilles,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 17,http://www.inao.gouv.fr/produit/8810
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Fuées,Chambolle-Musigny premier cru Les Fuées,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 16,http://www.inao.gouv.fr/produit/8809
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Feusselottes ou Les Feusselotes,Chambolle-Musigny premier cru Les Feusselottes ou Les Feusselotes,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 15,http://www.inao.gouv.fr/produit/8808
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Cras,Chambolle-Musigny premier cru Les Cras,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 14,http://www.inao.gouv.fr/produit/8807
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Combottes,Chambolle-Musigny premier cru Les Combottes,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 13,http://www.inao.gouv.fr/produit/8806
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Chatelots,Chambolle-Musigny premier cru Les Chatelots,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 12,http://www.inao.gouv.fr/produit/8805
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Charmes,Chambolle-Musigny premier cru Les Charmes,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 11,http://www.inao.gouv.fr/produit/8804
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Chabiots,Chambolle-Musigny premier cru Les Chabiots,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 10,http://www.inao.gouv.fr/produit/8803
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Carrières,Chambolle-Musigny premier cru Les Carrières,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 09,http://www.inao.gouv.fr/produit/8802
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Borniques,Chambolle-Musigny premier cru Les Borniques,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 08,http://www.inao.gouv.fr/produit/8801
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Baudes,Chambolle-Musigny premier cru Les Baudes,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 07,http://www.inao.gouv.fr/produit/8800
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Les Amoureuses,Chambolle-Musigny premier cru Les Amoureuses,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 06,http://www.inao.gouv.fr/produit/8799
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru La Combe d'Orveau,Chambolle-Musigny premier cru La Combe d'Orveau,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 05,http://www.inao.gouv.fr/produit/8798
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Derrière la Grange,Chambolle-Musigny premier cru Derrière la Grange,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 04,http://www.inao.gouv.fr/produit/8797
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Aux Echanges,Chambolle-Musigny premier cru Aux Echanges,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 03,http://www.inao.gouv.fr/produit/8796
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Aux Combottes,Chambolle-Musigny premier cru Aux Combottes,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 02,http://www.inao.gouv.fr/produit/8795
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru Aux Beaux Bruns,Chambolle-Musigny premier cru Aux Beaux Bruns,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336 01,http://www.inao.gouv.fr/produit/8794
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chambolle-Musigny,Chambolle-Musigny premier cru,Chambolle-Musigny premier cru,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R336,http://www.inao.gouv.fr/produit/8793
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Anjou-Coteaux de la Loire,Anjou-Coteaux de la Loire,Anjou-Coteaux de la Loire,Vins,Vin tranquille,Blanc,,,1B202L,http://www.inao.gouv.fr/produit/8792
IGP - Indication géographique protégée,,Côtes de Meuse,Côtes de Meuse,Côtes de Meuse rouge,Vins,Vin tranquille,Rouge,,Zone,3R552,http://www.inao.gouv.fr/produit/8789
IGP - Indication géographique protégée,,Côtes de Meuse,Côtes de Meuse,Côtes de Meuse rosé,Vins,Vin tranquille,Rosé,,Zone,3S552,http://www.inao.gouv.fr/produit/8788
IGP - Indication géographique protégée,,Côtes de Meuse,Côtes de Meuse,Côtes de Meuse blanc,Vins,Vin tranquille,Blanc,,Zone,3B552,http://www.inao.gouv.fr/produit/8787
IGP - Indication géographique protégée,,Isère,Isère,Isère rouge,Vins,Vin tranquille,Rouge,,Départemental,3R381,http://www.inao.gouv.fr/produit/8786
IGP - Indication géographique protégée,,Isère,Isère,Isère rosé,Vins,Vin tranquille,Rosé,,Départemental,3S381,http://www.inao.gouv.fr/produit/8785
IGP - Indication géographique protégée,,Drôme,Drôme,Drôme rouge,Vins,Vin tranquille,Rouge,,Départemental,3R261,http://www.inao.gouv.fr/produit/8782
IGP - Indication géographique protégée,,Drôme,Drôme,Drôme rosé,Vins,Vin tranquille,Rosé,,Départemental,3S261,http://www.inao.gouv.fr/produit/8781
IGP - Indication géographique protégée,,Ardèche,Ardèche,Ardèche rouge,Vins,Vin tranquille,Rouge,,Départemental,3R071,http://www.inao.gouv.fr/produit/8780
IGP - Indication géographique protégée,,Ardèche,Ardèche,Ardèche rosé,Vins,Vin tranquille,Rosé,,Départemental,3S071,http://www.inao.gouv.fr/produit/8779
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Taille Pieds,Volnay premier cru Taille Pieds,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 35,http://www.inao.gouv.fr/produit/8778
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Santenots,Volnay premier cru Santenots,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 36,http://www.inao.gouv.fr/produit/8777
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Robardelle,Volnay premier cru Robardelle,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 34,http://www.inao.gouv.fr/produit/8776
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Pitures Dessus,Volnay premier cru Pitures Dessus,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 32,http://www.inao.gouv.fr/produit/8775
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Les Mitans,Volnay premier cru Les Mitans,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 31,http://www.inao.gouv.fr/produit/8774
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Les Lurets,Volnay premier cru Les Lurets,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 30,http://www.inao.gouv.fr/produit/8773
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Les Caillerets,Volnay premier cru Les Caillerets,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 27,http://www.inao.gouv.fr/produit/8772
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Les Brouillards,Volnay premier cru Les Brouillards,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 26,http://www.inao.gouv.fr/produit/8771
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Les Angles,Volnay premier cru Les Angles,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 24,http://www.inao.gouv.fr/produit/8770
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Le Village,Volnay premier cru Le Village,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 23,http://www.inao.gouv.fr/produit/8769
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Volnay,Volnay premier cru Le Ronceret,Volnay premier cru Le Ronceret,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R470 22,http://www.inao.gouv.fr/produit/8768
